epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,6274.63,0.75993,0.74963,1.16251,0.93918,0.97372,0.98263,0.7539,0.86628,0.47479,1.22697,0.0004474,0.0004474,0.0004474
183,6307.74,0.75721,0.72084,1.16201,0.95332,0.96958,0.97931,0.75988,0.84594,0.4638,1.21239,0.000443733,0.000443733,0.000443733
184,6341.02,0.73213,0.68082,1.14018,0.96485,0.98591,0.98266,0.78031,0.8021,0.43484,1.1698,0.000440067,0.000440067,0.000440067
185,6377.95,0.72827,0.67333,1.1492,0.95583,0.9893,0.98519,0.79574,0.79009,0.42418,1.1583,0.000436401,0.000436401,0.000436401
186,6415.48,0.75934,0.72792,1.1615,0.9638,0.97627,0.98387,0.77241,0.82118,0.43599,1.18531,0.000432734,0.000432734,0.000432734
187,6449.62,0.72521,0.71449,1.14503,0.9614,0.97622,0.98684,0.7816,0.80189,0.45123,1.17453,0.000429068,0.000429068,0.000429068
188,6483.24,0.70241,0.68698,1.13698,0.96309,0.98506,0.98754,0.78143,0.78445,0.42655,1.16461,0.000425402,0.000425402,0.000425402
189,6516.6,0.7262,0.70662,1.13345,0.96759,0.96774,0.98562,0.78521,0.78607,0.43317,1.17146,0.000421736,0.000421736,0.000421736
190,6549.86,0.69819,0.70219,1.12234,0.93724,0.95065,0.97905,0.77368,0.78307,0.48203,1.16124,0.000418069,0.000418069,0.000418069
191,6583.3,0.70227,0.67477,1.12231,0.96121,0.96834,0.98474,0.76413,0.84132,0.45303,1.21141,0.000414403,0.000414403,0.000414403
192,6616.62,0.69389,0.69296,1.13134,0.92153,0.94748,0.97702,0.76278,0.82269,0.50974,1.19865,0.000410737,0.000410737,0.000410737
193,6650.34,0.73168,0.68911,1.13626,0.9105,0.92677,0.97917,0.76116,0.82617,0.52158,1.20783,0.00040707,0.00040707,0.00040707
194,6683.24,0.72739,0.72329,1.14583,0.95498,0.97805,0.9866,0.77567,0.79075,0.43797,1.17463,0.000403404,0.000403404,0.000403404
195,6717.3,0.6957,0.66687,1.12972,0.93509,0.97526,0.98377,0.75718,0.83722,0.46639,1.21604,0.000399738,0.000399738,0.000399738
196,6750.76,0.71407,0.66915,1.13713,0.91568,0.95616,0.98404,0.785,0.7659,0.48116,1.14978,0.000396071,0.000396071,0.000396071
197,6784.1,0.67809,0.66313,1.11232,0.96461,0.98611,0.98782,0.77908,0.80532,0.42578,1.18659,0.000392405,0.000392405,0.000392405
198,6817.7,0.72503,0.68268,1.14747,0.93271,0.96615,0.98441,0.78359,0.79464,0.45003,1.17931,0.000388739,0.000388739,0.000388739
199,6851.15,0.68905,0.68019,1.13637,0.96058,0.9763,0.98282,0.78369,0.79033,0.41262,1.17794,0.000385073,0.000385073,0.000385073
200,6884.38,0.66281,0.66589,1.11552,0.9471,0.9894,0.98679,0.78482,0.78197,0.42579,1.16597,0.000381406,0.000381406,0.000381406
